昵称,性别,聊天内容,时间戳,商品,类别,主播
L***,0,我还加过酱油,1679557204,虾仁粥,食品,明明
晓***,2,可以加[呲牙],1679557204,虾仁粥,食品,明明
祁***,2,加 好吃,1679557205,虾仁粥,食品,明明
猪***,0,霉豆腐上有辣酱,1679557205,虾仁粥,食品,明明
格***,2,辣酱拌米饭,1679557205,虾仁粥,食品,明明
草***,0,这个搭配我都沉默了[捂脸],1679557206,虾仁粥,食品,明明
十***,2,加过，很好吃,1679557206,虾仁粥,食品,明明
淡***,2,加点醋,1679557206,虾仁粥,食品,明明
p***,0,加辣椒干嘛,1679557206,虾仁粥,食品,明明
蓝***,0,特好吃,1679557207,虾仁粥,食品,明明
久***,2,好吃,1679557207,虾仁粥,食品,明明
追***,2,味道重了吧,1679557208,虾仁粥,食品,明明
用***,0,广西吃鸡粥就加辣椒酱,1679557208,虾仁粥,食品,明明
子***,0,加呀。万物皆可辣酱[捂脸][捂脸][捂脸],1679557210,虾仁粥,食品,明明
小***,2,必须加,1679557211,虾仁粥,食品,明明
钢***,2,放辣姜,1679557211,虾仁粥,食品,明明
葡***,0,让骞上来吃呀,1679557211,虾仁粥,食品,明明
知***,0,腐乳,1679557211,虾仁粥,食品,明明
喵***,0,支持明明一气买四单自营品,1679557211,虾仁粥,食品,明明
咖***,0,[比心][比心][比心][比心][比心][捂脸][捂脸][捂脸],1679557212,虾仁粥,食品,明明
逍***,2,没有,1679557214,虾仁粥,食品,明明
玥***,0,[捂脸],1679557215,虾仁粥,食品,明明
人***,2,浙江衢州人，吃粥加辣椒酱常规操作[比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心],1679557216,虾仁粥,食品,明明
🌈***,0,咸粥,1679557216,虾仁粥,食品,明明
鱼***,0,放点酱油就够了,1679557218,虾仁粥,食品,明明
刘***,0,粥配三和四美酱菜,1679557219,虾仁粥,食品,明明
晒***,0,煲仔粥,1679557219,虾仁粥,食品,明明
爱***,0,馋人,1679557219,虾仁粥,食品,明明
马***,2,加剁椒牛肉酱无敌好吃,1679557220,虾仁粥,食品,明明
思***,2,倒这么多干啥？[捂脸],1679557220,虾仁粥,食品,明明
彤***,0,没有，配萝卜干,1679557221,虾仁粥,食品,明明
L***,2,好喝的没洋洋,1679557222,虾仁粥,食品,明明
J***,1,我们家霉豆腐,1679557222,虾仁粥,食品,明明
l***,2,老好吃了，骞是东北的吗？[呲牙],1679557223,虾仁粥,食品,明明
🌈***,1,我这我也这样吃过。,1679557224,虾仁粥,食品,明明
遥***,0,放点雪菜,1679557225,虾仁粥,食品,明明
叽***,0,砂锅还有吗？,1679557225,虾仁粥,食品,明明
时***,2,南方吃粥配菜,1679557228,虾仁粥,食品,明明
小***,2,喜欢喝粥,1679557229,虾仁粥,食品,明明
0***,0,有蓝牙耳机吗,1679557230,虾仁粥,食品,明明
感***,0,好喝,1679557230,虾仁粥,食品,明明
雨***,0,正煎东方甄选鸡排呢[呲牙],1679557231,虾仁粥,食品,明明
大***,2,鸡蛋怎么没有现货？,1679557232,虾仁粥,食品,明明
绝***,2,我们吃粥喜欢吃辣酱,1679557233,虾仁粥,食品,明明
小***,0,红糖什么时候会有,1679557234,虾仁粥,食品,明明
尋***,1,就跟汤泡饭一样,1679557235,虾仁粥,食品,明明
🍒***,2,有没有弥猴桃,1679557235,虾仁粥,食品,明明
沙***,2,西安交大,1679557236,虾仁粥,食品,明明
叽***,0,砂锅还有吗,1679557237,烤肠,食品,明明
我***,2,明明右胳膊上粘的什么,1679557242,烤肠,食品,明明
铁***,0,马上下班了，明明发表一下感言,1679557243,烤肠,食品,明明
我***,2,牛肉饼没有了吗,1679557244,烤肠,食品,明明
叽***,0,砂锅还有吗,1679557244,烤肠,食品,明明
米***,2,明明好帅啊,1679557245,烤肠,食品,明明
🌈***,1,稀饭里面放油泼辣子。,1679557246,烤肠,食品,明明
大***,2,鸡蛋搞得和台湾一样紧张,1679557247,烤肠,食品,明明
久***,2,烤肠，配大蒜，嗷嗷带劲,1679557247,烤肠,食品,明明
赵***,2,骞是辽宁的,1679557248,烤肠,食品,明明
玲***,2,一直自营品,1679557249,烤肠,食品,明明
时***,2,来点幼儿吃的鱼类,1679557249,烤肠,食品,明明
荣***,2,刚吃了烤肠,1679557250,烤肠,食品,明明
谁***,2,树大哥[赞][赞][赞][赞][赞][赞],1679557251,烤肠,食品,明明
图***,0,下午茶时间到了 [看],1679557252,烤肠,食品,明明
淘***,2,1111,1679557252,烤肠,食品,明明
叽***,0,砂锅还有吗,1679557253,烤肠,食品,明明
